,log_dir,frame_per_second,episode_reward,total_steps,total_episodes,total_time,target_q,actor_loss,critic_loss,success_rate
0,MetaDrive-td3combine-expt1,242,4.055366263023834,1032,3,4.25594162940979,,,,0.0
1,MetaDrive-td3combine-expt1,256,4.949706511287009,2151,6,8.371440649032593,,,,0.0
2,MetaDrive-td3combine-expt1,266,5.524827333949357,3250,9,12.184927701950073,,,,0.0
3,MetaDrive-td3combine-expt1,263,5.209788335625639,4129,12,15.645792961120605,,,,0.0
4,MetaDrive-td3combine-expt1,250,6.368792245099018,5711,14,22.79764199256897,,,,0.0
5,MetaDrive-td3combine-expt1,246,6.156912673792771,6032,15,24.51033926010132,,,,0.0
6,MetaDrive-td3combine-expt1,212,7.3148313979981845,7731,17,36.42731523513794,,,,0.0
7,MetaDrive-td3combine-expt1,212,7.351583860195057,8080,18,38.04765009880066,,,,0.0
8,MetaDrive-td3combine-expt1,218,7.230025787616869,9356,21,42.881028175354004,,,,0.0
9,MetaDrive-td3combine-expt1,218,7.83701887396381,10065,22,46.09812593460083,-0.06555438041687012,0.06504020094871521,0.0014741787454113364,0.0
10,MetaDrive-td3combine-expt1,182,2.4802840414343805,11616,45,63.61142611503601,-0.0011021586833521724,,0.010851283557713032,0.0
11,MetaDrive-td3combine-expt1,174,2.3866551691092317,12617,46,72.23282504081726,-0.04969358071684837,-0.018541749566793442,0.7809603214263916,0.0
12,MetaDrive-td3combine-expt1,167,2.3633222424862996,13618,47,81.09220862388611,0.03533553332090378,,0.002523491159081459,0.0
13,MetaDrive-td3combine-expt1,164,2.243414240454696,14619,48,89.13495230674744,0.055259428918361664,-0.06758573651313782,0.0037330067716538906,0.0
14,MetaDrive-td3combine-expt1,156,2.7151547777022205,15441,49,98.3841803073883,0.09566935896873474,-0.05511680990457535,0.015023716725409031,0.0
15,MetaDrive-td3combine-expt1,147,3.0809448960870864,16658,54,112.83411288261414,0.14681781828403473,,0.003426996059715748,0.0
16,MetaDrive-td3combine-expt1,145,3.3932488344483085,17249,58,118.60114312171936,0.17855533957481384,-0.18259093165397644,0.004955540411174297,0.0
17,MetaDrive-td3combine-expt1,142,3.5877927968247767,18176,65,127.61411309242249,0.23244966566562653,,0.014695736579596996,0.0
18,MetaDrive-td3combine-expt1,139,4.114716319170416,19026,74,136.08758926391602,0.20693230628967285,,0.8794357180595398,0.0
19,MetaDrive-td3combine-expt1,135,4.315321415026167,20008,88,147.2442548274994,0.3648932874202728,,0.006441742647439241,0.0
20,MetaDrive-td3combine-expt1,132,4.337867584833061,21004,104,158.1521246433258,0.4365350902080536,,0.0038129263557493687,0.0
21,MetaDrive-td3combine-expt1,128,4.628602601506785,22048,125,171.29656147956848,0.5668491721153259,,0.024512141942977905,0.0
22,MetaDrive-td3combine-expt1,124,7.251482710285045,23027,147,184.28108525276184,0.767029881477356,-0.719501256942749,0.08756458014249802,0.0
23,MetaDrive-td3combine-expt1,121,7.862224685192119,24011,172,197.1662118434906,0.9095783233642578,-0.9488275051116943,0.028196481987833977,0.0
24,MetaDrive-td3combine-expt1,118,8.428233327741545,25019,198,210.46880054473877,1.1764360666275024,-1.113672137260437,0.0623355396091938,0.0
25,MetaDrive-td3combine-expt1,116,10.227809461777312,26032,220,222.65623140335083,1.4854081869125366,,0.0535341277718544,0.0
26,MetaDrive-td3combine-expt1,114,11.012291744306511,27025,243,235.5871262550354,1.8943367004394531,-1.9031963348388672,0.08031676709651947,0.0
27,MetaDrive-td3combine-expt1,112,13.209921782171948,28011,263,248.23111128807068,2.207184314727783,-2.440610408782959,1.3423463106155396,0.0
28,MetaDrive-td3combine-expt1,111,14.226554039748557,29034,284,261.5223197937012,2.6276047229766846,,3.882457733154297,0.0
29,MetaDrive-td3combine-expt1,109,16.010680211863637,30018,305,273.1117684841156,3.140552520751953,,2.445079803466797,0.0
30,MetaDrive-td3combine-expt1,108,15.883084577277257,31007,327,284.94190073013306,3.79068660736084,-3.961953639984131,0.2021891176700592,0.0
31,MetaDrive-td3combine-expt1,107,16.766785987194954,32015,349,296.9373297691345,4.203106880187988,-4.360146522521973,3.0157418251037598,0.0
32,MetaDrive-td3combine-expt1,106,16.527923931209344,33036,369,309.1115574836731,4.911685466766357,,0.5275720953941345,0.0
33,MetaDrive-td3combine-expt1,106,18.727457160254584,34036,385,320.31528997421265,5.268339157104492,,2.8873157501220703,0.0
34,MetaDrive-td3combine-expt1,105,19.829322580709583,35030,403,331.3318817615509,6.093304634094238,,4.156513214111328,0.0
35,MetaDrive-td3combine-expt1,105,21.351119508731845,36009,418,341.79039907455444,6.494056701660156,-6.746874809265137,3.9012794494628906,0.0
36,MetaDrive-td3combine-expt1,104,25.136146146675856,37011,432,354.13595962524414,6.986976146697998,-7.577960968017578,4.482294082641602,0.0
37,MetaDrive-td3combine-expt1,103,30.78313413436862,38089,445,366.51325249671936,7.723407745361328,-8.03335189819336,5.16562032699585,0.0
38,MetaDrive-td3combine-expt1,103,33.8063877802655,39039,459,376.9850161075592,8.497385025024414,-9.092069625854492,5.199777603149414,0.0
39,MetaDrive-td3combine-expt1,103,39.32995444025238,40006,468,387.3149616718292,9.386392593383789,,0.5259993672370911,0.0
40,MetaDrive-td3combine-expt1,102,44.86589369734038,41100,479,399.6779215335846,9.389897346496582,,11.80598258972168,0.0
41,MetaDrive-td3combine-expt1,102,47.722121308558755,42078,489,409.6264364719391,10.637904167175293,,0.8302369713783264,0.0
42,MetaDrive-td3combine-expt1,102,53.580810311153385,43092,499,420.78542923927307,11.446928977966309,,0.833656370639801,0.0
43,MetaDrive-td3combine-expt1,102,57.368123039499615,44069,509,431.9660134315491,12.166949272155762,-12.388835906982422,5.7090959548950195,0.0
44,MetaDrive-td3combine-expt1,101,61.257020718793456,45029,519,441.93346095085144,12.686413764953613,-12.927555084228516,10.07485580444336,0.0
45,MetaDrive-td3combine-expt1,101,63.06498597695097,46038,530,452.86390566825867,13.267918586730957,,0.5384762287139893,0.0
46,MetaDrive-td3combine-expt1,101,65.0718110049976,47076,541,464.23252868652344,14.374531745910645,,0.651038646697998,0.0
47,MetaDrive-td3combine-expt1,101,66.7359233120108,48074,552,474.5925672054291,15.163188934326172,,1.2654637098312378,0.0
48,MetaDrive-td3combine-expt1,101,69.5287096477681,49026,561,484.4543676376343,15.37074089050293,,14.314933776855469,0.0
49,MetaDrive-td3combine-expt1,100,69.87166085115477,50049,570,495.6306276321411,15.70096492767334,-16.235031127929688,23.81973648071289,0.0
50,MetaDrive-td3combine-expt1,100,70.3767208811849,51017,580,506.51162219047546,16.564891815185547,-16.909818649291992,1.9413480758666992,0.0
51,MetaDrive-td3combine-expt1,100,70.38495555379636,52081,590,517.8311975002289,16.79485321044922,-17.247154235839844,9.579282760620117,0.0
52,MetaDrive-td3combine-expt1,100,70.54039107777763,53021,599,528.5275111198425,17.931846618652344,-18.717641830444336,21.557518005371094,0.0
53,MetaDrive-td3combine-expt1,99,72.40809422386882,54051,608,541.0323317050934,17.734546661376953,-18.60538673400879,13.247566223144531,0.0
54,MetaDrive-td3combine-expt1,99,74.13631053652276,55039,617,552.6097090244293,19.46969985961914,-19.023828506469727,3.3922171592712402,0.0
55,MetaDrive-td3combine-expt1,99,75.56323267766719,56111,627,564.5791018009186,19.116840362548828,-19.569400787353516,1.2128580808639526,0.0
