,log_dir,frame_per_second,episode_reward,total_steps,total_episodes,total_time,actor_loss,critic_loss,target_q,success_rate
0,MetaDrive-td3combine-expt_with_safe-leaky-adamw-in-q-weighted,706,6.368912193757217,1064,2,1.5058469772338867,,0.000783672439865768,-0.01446181908249855,0.0
1,MetaDrive-td3combine-expt_with_safe-leaky-adamw-in-q-weighted,132,-2.6164834691008068,2913,17,21.991267919540405,0.018802739679813385,0.0026183011941611767,-0.025866763666272163,0.0
2,MetaDrive-td3combine-expt_with_safe-leaky-adamw-in-q-weighted,121,-2.55153204231441,3990,19,32.71361303329468,,1.529308557510376,-0.18475769460201263,0.0
3,MetaDrive-td3combine-expt_with_safe-leaky-adamw-in-q-weighted,121,-2.673913911240189,4058,20,33.49868083000183,,0.005973832681775093,-0.03846878185868263,0.0
4,MetaDrive-td3combine-expt_with_safe-leaky-adamw-in-q-weighted,113,-2.9762845403773106,5468,24,48.06843400001526,,0.004334583878517151,-0.0475616455078125,0.0
5,MetaDrive-td3combine-expt_with_safe-leaky-adamw-in-q-weighted,111,-3.128346211189641,6131,25,54.939335107803345,0.07873701304197311,0.0028499639593064785,-0.06780359894037247,0.0
6,MetaDrive-td3combine-expt_with_safe-leaky-adamw-in-q-weighted,109,-2.981640197738677,7132,26,65.08094811439514,,0.012005872093141079,-0.08599331229925156,0.0
7,MetaDrive-td3combine-expt_with_safe-leaky-adamw-in-q-weighted,107,-3.0422107628596877,8525,28,79.49158477783203,0.12963853776454926,0.00047304207691922784,-0.12450157105922699,0.0
8,MetaDrive-td3combine-expt_with_safe-leaky-adamw-in-q-weighted,106,-3.012807191454445,9526,29,89.55893397331238,,0.004434542264789343,-0.1348097324371338,0.0
9,MetaDrive-td3combine-expt_with_safe-leaky-adamw-in-q-weighted,105,-2.917931497031364,10527,30,99.71402788162231,0.13022451102733612,0.0005946112796664238,-0.14565853774547577,0.0
10,MetaDrive-td3combine-expt_with_safe-leaky-adamw-in-q-weighted,103,-2.897493988032862,11895,40,115.08149003982544,0.16658006608486176,0.011903398670256138,-0.16920524835586548,0.0
11,MetaDrive-td3combine-expt_with_safe-leaky-adamw-in-q-weighted,102,-2.9786881119284945,12269,41,119.74444508552551,0.1821381002664566,0.0069666458293795586,-0.16424214839935303,0.0
12,MetaDrive-td3combine-expt_with_safe-leaky-adamw-in-q-weighted,100,-2.8904511426410946,13270,42,131.6461579799652,,0.5958362221717834,-0.2796729803085327,0.0
13,MetaDrive-td3combine-expt_with_safe-leaky-adamw-in-q-weighted,98,-2.8448864048900373,14482,44,146.87634897232056,,0.0023913956247270107,-0.17097532749176025,0.0
14,MetaDrive-td3combine-expt_with_safe-leaky-adamw-in-q-weighted,97,-2.780814227583534,15594,46,159.7901999950409,,0.7359451651573181,-0.27735352516174316,0.0
15,MetaDrive-td3combine-expt_with_safe-leaky-adamw-in-q-weighted,96,-2.6986102558732616,16595,47,171.5729718208313,0.18711607158184052,0.0186459943652153,-0.1815246194601059,0.0
16,MetaDrive-td3combine-expt_with_safe-leaky-adamw-in-q-weighted,96,-2.6247965484797784,17596,48,183.0764298439026,,0.0014047459699213505,-0.1728753298521042,0.0
17,MetaDrive-td3combine-expt_with_safe-leaky-adamw-in-q-weighted,95,-2.5279882926697956,18597,49,194.3681869506836,0.11478779464960098,0.006367607042193413,-0.17553910613059998,0.0
18,MetaDrive-td3combine-expt_with_safe-leaky-adamw-in-q-weighted,95,-2.4615557717581553,19598,50,206.05430579185486,,0.00025334677775390446,-0.18095599114894867,0.0
