,log_dir,frame_per_second,episode_reward,total_steps,total_episodes,total_time,actor_loss,critic_loss,target_q,success_rate
0,MetaDrive-td3combine-expt_with_safe-leaky-adamw-in,225,224.08094866431702,1110,2,4.921133995056152,,14.076167106628418,29.932374954223633,0.5
1,MetaDrive-td3combine-expt_with_safe-leaky-adamw-in,96,116.20853632490106,2017,7,20.88806700706482,-29.87512969970703,14.347257614135742,30.657325744628906,0.14285714285714285
2,MetaDrive-td3combine-expt_with_safe-leaky-adamw-in,82,105.48283195990304,3028,12,36.86366891860962,,10.302404403686523,25.632156372070312,0.08333333333333333
3,MetaDrive-td3combine-expt_with_safe-leaky-adamw-in,76,97.27938316739716,4028,18,52.82135009765625,,18.72218894958496,31.714128494262695,0.05555555555555555
4,MetaDrive-td3combine-expt_with_safe-leaky-adamw-in,73,102.14030461887886,5059,22,68.63698720932007,-30.59343147277832,12.709195137023926,29.977642059326172,0.09090909090909091
5,MetaDrive-td3combine-expt_with_safe-leaky-adamw-in,69,100.76447674745567,6267,26,90.74491906166077,-31.97777557373047,9.369961738586426,32.12491226196289,0.07692307692307693
6,MetaDrive-td3combine-expt_with_safe-leaky-adamw-in,65,101.24804457046137,7466,29,113.49161505699158,,13.895978927612305,26.0079402923584,0.06896551724137931
7,MetaDrive-td3combine-expt_with_safe-leaky-adamw-in,65,100.73690868902611,8627,31,131.59104824066162,-25.630413055419922,8.200824737548828,24.981159210205078,0.06451612903225806
8,MetaDrive-td3combine-expt_with_safe-leaky-adamw-in,64,103.6039996014387,9628,32,149.10896825790405,,6.579023361206055,18.964962005615234,0.0625
9,MetaDrive-td3combine-expt_with_safe-leaky-adamw-in,64,107.93679392405282,10498,33,162.85488200187683,,10.652250289916992,20.842159271240234,0.06060606060606061
10,MetaDrive-td3combine-expt_with_safe-leaky-adamw-in,62,111.16455221085008,11499,34,184.44522309303284,-22.07779312133789,14.050445556640625,20.590946197509766,0.058823529411764705
11,MetaDrive-td3combine-expt_with_safe-leaky-adamw-in,63,114.96778689417654,12626,36,200.1147780418396,,14.092841148376465,18.114892959594727,0.08333333333333333
12,MetaDrive-td3combine-expt_with_safe-leaky-adamw-in,63,121.23690609279065,13483,37,212.69726729393005,-19.059598922729492,9.589151382446289,19.293363571166992,0.10810810810810811
13,MetaDrive-td3combine-expt_with_safe-leaky-adamw-in,63,124.99743840678285,14484,38,226.69486618041992,,9.946352005004883,19.590946197509766,0.10526315789473684
14,MetaDrive-td3combine-expt_with_safe-leaky-adamw-in,63,127.44754822900214,15485,39,244.34944319725037,-23.272672653198242,5.9479780197143555,22.802955627441406,0.10256410256410256
15,MetaDrive-td3combine-expt_with_safe-leaky-adamw-in,63,125.8549228981889,16625,41,261.378023147583,-22.469757080078125,5.615513324737549,23.316783905029297,0.0975609756097561
16,MetaDrive-td3combine-expt_with_safe-leaky-adamw-in,63,127.26221504094819,17300,43,271.455441236496,,11.530128479003906,21.52533531188965,0.11627906976744186
17,MetaDrive-td3combine-expt_with_safe-leaky-adamw-in,63,132.69827779607945,18301,44,289.0277440547943,-20.794878005981445,15.842089653015137,21.197996139526367,0.11363636363636363
18,MetaDrive-td3combine-expt_with_safe-leaky-adamw-in,62,134.2592827274704,19302,45,306.7746500968933,,19.291717529296875,23.977706909179688,0.1111111111111111
19,MetaDrive-td3combine-expt_with_safe-leaky-adamw-in,62,137.59385864718521,20303,46,324.6960849761963,-19.937984466552734,11.842464447021484,18.769065856933594,0.10869565217391304
20,MetaDrive-td3combine-expt_with_safe-leaky-adamw-in,62,144.5245226432137,21602,48,344.11345911026,,20.944082260131836,24.010976791381836,0.14583333333333334
21,MetaDrive-td3combine-expt_with_safe-leaky-adamw-in,62,145.073013083604,22214,49,354.6369972229004,,4.171092510223389,23.685163497924805,0.14285714285714285
