,log_dir,frame_per_second,episode_reward,total_steps,total_episodes,total_time,actor_loss,critic_loss,target_q,success_rate
0,MetaDrive-testbn4,189,2.9750168045268968,1049,2,5.52324104309082,0.06544334441423416,1.5260813236236572,-0.2069644331932068,0.0
1,MetaDrive-testbn4,110,-1.9838853860341688,2636,22,23.751521587371826,,0.012299783527851105,-0.08414902538061142,0.0
2,MetaDrive-testbn4,107,-2.122729388486846,3363,23,31.42756223678589,0.049117639660835266,0.7482714653015137,-0.1619592010974884,0.0
3,MetaDrive-testbn4,106,-2.054394282744704,4364,24,40.870261430740356,,0.006628392729908228,-0.08348720520734787,0.0
4,MetaDrive-testbn4,106,-2.2876245296491606,5773,27,54.01585245132446,0.08158078789710999,0.019447047263383865,-0.11735018342733383,0.0
5,MetaDrive-testbn4,104,-2.495167500181759,6116,29,58.29093885421753,,0.6325601935386658,-0.20378214120864868,0.0
6,MetaDrive-testbn4,102,-2.2927565033262285,7117,30,69.6369001865387,0.1984187662601471,0.004825711250305176,-0.17811396718025208,0.0
7,MetaDrive-testbn4,102,-2.405873214115043,8083,31,78.53975749015808,0.1780654489994049,0.006926074158400297,-0.17588955163955688,0.0
8,MetaDrive-testbn4,103,-2.6258713596214522,9151,33,88.22718095779419,0.17117084562778473,0.3095465302467346,-0.25073960423469543,0.0
9,MetaDrive-testbn4,103,-2.439819348194515,10152,34,97.95808100700378,,0.02262037992477417,-0.20046870410442352,0.0
10,MetaDrive-testbn4,104,-2.4885676365910876,11686,36,111.96093606948853,,0.003435350488871336,-0.23072436451911926,0.0
11,MetaDrive-testbn4,104,-2.3601752304799164,12687,37,121.34127402305603,0.220319926738739,0.01094448659569025,-0.22663849592208862,0.0
12,MetaDrive-testbn4,104,-2.2033948685184814,13688,38,130.94527125358582,,0.00947672501206398,-0.2185783088207245,0.0
13,MetaDrive-testbn4,104,-2.050910600845723,14689,39,140.4469382762909,0.2414645552635193,0.001563457539305091,-0.23016327619552612,0.0
14,MetaDrive-testbn4,104,-2.155260648870931,15277,40,146.08483266830444,0.23968571424484253,0.0021723825484514236,-0.22751158475875854,0.0
15,MetaDrive-testbn4,103,-2.0313544553104,16647,42,160.5482428073883,0.23990489542484283,0.7032386660575867,-0.30340123176574707,0.0
16,MetaDrive-testbn4,102,-1.6735437055226292,17856,44,173.50301551818848,,0.00017756168381311,-0.23241673409938812,0.0
17,MetaDrive-testbn4,103,-1.6154135693815752,18857,45,182.28498315811157,0.24064169824123383,0.005818716250360012,-0.22068282961845398,0.0
18,MetaDrive-testbn4,103,-1.540722124847487,19308,46,186.43990445137024,,0.003455398604273796,-0.2239556610584259,0.0
19,MetaDrive-testbn4,102,-0.20487900683241042,20022,53,194.71900510787964,,0.0038131808396428823,-0.20350758731365204,0.0
20,MetaDrive-testbn4,100,2.502755300214887,21044,77,208.79029154777527,,0.012609551660716534,-0.09663201868534088,0.0
21,MetaDrive-testbn4,98,4.245408817352665,22038,102,222.94016075134277,,0.007310014218091965,0.16549688577651978,0.0
22,MetaDrive-testbn4,96,6.692504621352813,23016,129,239.74754667282104,,0.018155355006456375,0.47145333886146545,0.0
23,MetaDrive-testbn4,94,8.730321633160791,24019,153,253.11943006515503,-1.0886867046356201,1.215138554573059,0.7829984426498413,0.0
24,MetaDrive-testbn4,93,9.668728975528008,25021,176,267.2714431285858,-1.3814163208007812,2.2137818336486816,1.0251193046569824,0.0
25,MetaDrive-testbn4,92,12.781102479967329,26037,194,279.98879170417786,-1.7659329175949097,0.10577766597270966,1.614391565322876,0.0
26,MetaDrive-testbn4,92,15.275674683916385,27050,215,293.5784978866577,,0.13704073429107666,2.170541286468506,0.0
27,MetaDrive-testbn4,91,18.53480326696933,28059,232,306.5265772342682,-2.937857151031494,0.10173217207193375,2.5236072540283203,0.0
28,MetaDrive-testbn4,91,20.103445796476695,29056,251,319.18109822273254,,0.24165862798690796,2.9813995361328125,0.0
29,MetaDrive-testbn4,90,20.07121014429069,30034,272,331.43562507629395,,2.459505081176758,3.1298906803131104,0.0
30,MetaDrive-testbn4,90,20.960415088169015,31036,290,343.6165351867676,,0.17915982007980347,4.1562933921813965,0.0
31,MetaDrive-testbn4,89,24.354070927711692,32003,302,355.87522864341736,-5.027668476104736,4.935104846954346,4.794252395629883,0.0
32,MetaDrive-testbn4,89,30.756313201375264,33104,314,369.4970283508301,,3.164487600326538,5.575063705444336,0.0
33,MetaDrive-testbn4,89,34.59764788784525,34020,324,380.70702147483826,,0.27957868576049805,6.663266658782959,0.0
34,MetaDrive-testbn4,88,38.83083713230309,35033,334,394.1634042263031,-7.007721900939941,8.8809232711792,6.71872615814209,0.0
35,MetaDrive-testbn4,87,43.44484171283807,36050,345,409.9672200679779,,5.917299747467041,8.208573341369629,0.0
36,MetaDrive-testbn4,87,48.429123303200704,37021,355,422.3547508716583,-8.967774391174316,9.75545883178711,8.523538589477539,0.0
37,MetaDrive-testbn4,87,53.895527294623434,38012,365,434.0384843349457,,18.86484146118164,9.810986518859863,0.0
