,log_dir,frame_per_second,episode_reward,total_steps,total_episodes,total_time,actor_loss,critic_loss,target_q
0,Pendulum-v0,281,-1341.015325549887,1199,6,4.254586696624756,8.981341361999512,0.7059811353683472,-9.203967094421387
1,Pendulum-v0,231,-1397.4519298579335,2199,11,9.509521245956421,23.113683700561523,2.206752061843872,-23.358192443847656
2,Pendulum-v0,217,-1419.474061062635,3199,16,14.724541664123535,37.30009841918945,22.02652359008789,-37.831932067871094
3,Pendulum-v0,207,-1383.9276657951414,4199,21,20.21946430206299,52.525638580322266,1.576331615447998,-53.66886520385742
4,Pendulum-v0,204,-1350.15409796414,5199,26,25.386680364608765,62.98458480834961,29.91012191772461,-64.42512512207031
5,Pendulum-v0,202,-1283.198446474678,6199,31,30.616824865341187,74.57559967041016,108.62704467773438,-75.82478332519531
6,Pendulum-v0,201,-1176.520966466783,7199,36,35.78229570388794,78.05347442626953,115.32293701171875,-78.7894058227539
