,log_dir,frame_per_second,episode_reward,total_steps,total_episodes,total_time,actor_loss,critic_loss,target_q,success_rate
0,MetaDrive-gen-step2,79,201.76874316802392,1601,2,20.13318967819214,-35.65370178222656,3.7397234439849854,35.665504455566406,0.0
1,MetaDrive-gen-step2,71,163.1021509166957,2402,3,33.672683000564575,,3.1981217861175537,40.77014923095703,0.0
2,MetaDrive-gen-step2,72,158.58845493063848,3203,4,44.146395444869995,-40.5899658203125,16.189279556274414,39.993812561035156,0.0
3,MetaDrive-gen-step2,75,156.15390127918948,4004,5,53.32822275161743,,2.091503143310547,38.84651184082031,0.0
4,MetaDrive-gen-step2,73,128.93557465893832,5651,8,76.93964195251465,-35.600486755371094,3.0135865211486816,35.91321563720703,0.0
5,MetaDrive-gen-step2,73,81.98610265033365,6008,14,82.21567916870117,,1.4749153852462769,39.16591262817383,0.0
6,MetaDrive-gen-step2,73,73.92749778104664,7345,20,100.11613988876343,-35.817996978759766,4.371732234954834,36.006614685058594,0.0
7,MetaDrive-gen-step2,68,74.12247524747958,8419,23,123.02730536460876,-39.03844451904297,5.536567687988281,39.026302337646484,0.0
8,MetaDrive-gen-step2,69,73.79347450943713,9220,24,133.14650917053223,,3.5882740020751953,35.91367721557617,0.0
9,MetaDrive-gen-step2,70,76.99289205535939,10125,26,142.64654326438904,-35.74717712402344,5.668603897094727,36.002010345458984,0.0
10,MetaDrive-gen-step2,71,79.59404353317903,11727,28,163.7576048374176,-35.05943298339844,2.970289707183838,34.364036560058594,0.0
11,MetaDrive-gen-step2,72,83.4495535557712,12528,29,171.75199151039124,,3.671539783477783,35.64794158935547,0.0
12,MetaDrive-gen-step2,70,84.74212506896365,13329,30,189.36625790596008,-35.17202377319336,3.0588560104370117,34.95552062988281,0.0
13,MetaDrive-gen-step2,70,86.65180112439465,14130,31,201.76797485351562,,3.188314914703369,32.75319290161133,0.0
14,MetaDrive-gen-step2,70,91.95768270132547,15486,33,219.2255940437317,,3.394923686981201,31.060009002685547,0.0
15,MetaDrive-gen-step2,70,91.74680586775872,16242,35,229.16500878334045,,9.68647575378418,33.67757034301758,0.0
16,MetaDrive-gen-step2,70,93.08584637093045,17043,36,240.62051939964294,-32.49103546142578,3.7460579872131348,32.55275344848633,0.0
17,MetaDrive-gen-step2,69,95.1995229945627,18645,38,268.2032084465027,-31.296932220458984,2.3373637199401855,30.768409729003906,0.0
18,MetaDrive-gen-step2,69,93.32847431197042,19688,40,283.26951003074646,,3.2333884239196777,27.58899688720703,0.0
19,MetaDrive-gen-step2,69,93.90582427900364,20489,41,296.16552448272705,-29.46969223022461,87.39286804199219,28.813364028930664,0.0
20,MetaDrive-gen-step2,69,99.6801196778403,21768,43,311.35517716407776,,18.68377685546875,24.566532135009766,0.0
21,MetaDrive-gen-step2,69,96.97544123000112,22013,44,316.52809834480286,-28.945171356201172,4.5078535079956055,28.830595016479492,0.0
22,MetaDrive-gen-step2,69,95.67339083528245,23076,46,334.4083499908447,,4.089628219604492,26.9089298248291,0.0
23,MetaDrive-gen-step2,70,102.90164705566197,24447,48,348.9637928009033,-27.591995239257812,4.635581016540527,27.222169876098633,0.020833333333333332
24,MetaDrive-gen-step2,68,103.0295900618669,25168,49,365.8842387199402,,2.002979278564453,27.156965255737305,0.02040816326530612
25,MetaDrive-gen-step2,67,102.37904179398673,26007,51,384.2690224647522,-24.287193298339844,8.689144134521484,24.027685165405273,0.0196078431372549
26,MetaDrive-gen-step2,67,101.5667761953171,27050,54,400.1169972419739,,6.238180160522461,25.066089630126953,0.018518518518518517
27,MetaDrive-gen-step2,68,99.36452606311144,28774,57,422.690580368042,,4.617753982543945,25.94907569885254,0.017543859649122806
28,MetaDrive-gen-step2,68,99.08490548892985,29079,58,425.8142640590668,-26.14974021911621,3.4177653789520264,25.935518264770508,0.017241379310344827
29,MetaDrive-gen-step2,67,98.35205462467754,30681,60,451.7596938610077,-25.794937133789062,3.581468343734741,25.631345748901367,0.016666666666666666
30,MetaDrive-gen-step2,67,99.48047221552356,31732,62,468.24383211135864,,2.706266403198242,22.401012420654297,0.016129032258064516
31,MetaDrive-gen-step2,67,99.44192225408781,32533,63,480.7828438282013,-25.600975036621094,8.699125289916992,24.592199325561523,0.015873015873015872
32,MetaDrive-gen-step2,68,102.76600594504366,33410,65,489.72841572761536,,5.3552656173706055,27.321269989013672,0.03076923076923077
33,MetaDrive-gen-step2,68,104.82767878969285,34211,66,497.92846179008484,-23.660594940185547,5.136444091796875,23.22791290283203,0.030303030303030304
34,MetaDrive-gen-step2,68,104.58830108348931,35012,67,509.27375626564026,,5.549405097961426,20.956180572509766,0.029850746268656716
35,MetaDrive-gen-step2,68,103.44277327746468,36021,69,527.2714400291443,-23.894412994384766,4.9188761711120605,24.250295639038086,0.028985507246376812
36,MetaDrive-gen-step2,68,106.75501243834834,37591,71,550.5914950370789,-18.6033878326416,7.622171401977539,17.808828353881836,0.04225352112676056
37,MetaDrive-gen-step2,68,108.04639368217175,38392,72,559.2323496341705,,5.379363536834717,24.34423828125,0.041666666666666664
38,MetaDrive-gen-step2,68,107.99262310056459,39193,73,571.5490548610687,-18.4130859375,4.348177909851074,17.94620704650879,0.0410958904109589
39,MetaDrive-gen-step2,69,111.55073823138251,40555,75,585.1799986362457,-21.56319808959961,7.84202766418457,21.445085525512695,0.04
40,MetaDrive-gen-step2,68,112.19807031111021,41356,76,602.6403377056122,,3.5252318382263184,22.66616439819336,0.039473684210526314
41,MetaDrive-gen-step2,68,113.26954192882516,42553,78,619.2686140537262,-24.79183578491211,8.915289878845215,24.212635040283203,0.038461538461538464
42,MetaDrive-gen-step2,68,115.53094474560625,43354,79,629.3667352199554,,9.93403434753418,19.831043243408203,0.0379746835443038
43,MetaDrive-gen-step2,68,115.0497955323372,44305,81,642.8340051174164,-21.164913177490234,4.986085891723633,21.417356491088867,0.037037037037037035
44,MetaDrive-gen-step2,68,114.22167879856723,45106,82,655.2016551494598,,4.95158576965332,19.161029815673828,0.036585365853658534
45,MetaDrive-gen-step2,68,116.54498456651821,46008,84,666.8267540931702,,3.5085463523864746,19.74284553527832,0.047619047619047616
46,MetaDrive-gen-step2,68,116.88694535938617,47007,86,690.3089029788971,-17.85991859436035,4.4548468589782715,17.766305923461914,0.046511627906976744
47,MetaDrive-gen-step2,67,116.56928614965402,48767,90,721.4039447307587,-18.759563446044922,1.9077637195587158,18.761245727539062,0.044444444444444446
48,MetaDrive-gen-step2,67,118.68039907756484,49531,91,732.419842004776,-15.89236068725586,7.270055770874023,15.416927337646484,0.04395604395604396
49,MetaDrive-gen-step2,66,119.93864685672918,50332,92,751.7670035362244,,9.185864448547363,17.817729949951172,0.043478260869565216
50,MetaDrive-gen-step2,66,119.8817580834091,51133,93,764.9873046875,-13.392454147338867,11.405013084411621,13.062191009521484,0.043010752688172046
51,MetaDrive-gen-step2,67,121.5531201931305,52437,95,779.0180282592773,-18.033367156982422,16.20505142211914,18.283178329467773,0.042105263157894736
52,MetaDrive-gen-step2,67,121.33115977417378,53238,96,789.4321174621582,,4.252429008483887,18.71822166442871,0.041666666666666664
53,MetaDrive-gen-step2,67,121.31292278770081,54431,98,804.027322769165,-16.926870346069336,4.610980987548828,17.044147491455078,0.04081632653061224
54,MetaDrive-gen-step2,67,121.05957119955274,55453,100,816.6558349132538,-17.547237396240234,7.7102789878845215,17.612314224243164,0.04
55,MetaDrive-gen-step2,67,120.91453705494105,56254,101,828.6430439949036,,6.356651782989502,17.06304168701172,0.04
56,MetaDrive-gen-step2,67,120.55170097436152,57055,102,840.6773152351379,-17.509769439697266,5.726426124572754,18.204402923583984,0.04
57,MetaDrive-gen-step2,67,121.64006557685329,58657,104,863.2752645015717,-16.635690689086914,4.892823219299316,16.648574829101562,0.04
58,MetaDrive-gen-step2,67,119.27477199908493,59567,106,878.4468011856079,-20.05312728881836,5.841073036193848,19.429218292236328,0.04
59,MetaDrive-gen-step2,67,120.26599286331462,60368,107,889.2487905025482,,4.204639434814453,19.317691802978516,0.04
60,MetaDrive-gen-step2,68,123.7023692825662,61443,109,901.3132722377777,-17.128198623657227,3.5052640438079834,17.023292541503906,0.05
61,MetaDrive-gen-step2,68,126.61672895126102,62609,111,920.6568200588226,-12.281005859375,8.368972778320312,11.895308494567871,0.05
62,MetaDrive-gen-step2,68,127.53637824776513,63336,112,929.7226839065552,,19.482194900512695,16.1656436920166,0.05
63,MetaDrive-gen-step2,68,128.39988880398707,64243,114,941.1038038730621,-17.23596954345703,5.638433933258057,16.707807540893555,0.05
64,MetaDrive-gen-step2,68,130.2992774209562,65322,116,957.6608209609985,,4.579165935516357,14.499635696411133,0.05
65,MetaDrive-gen-step2,68,132.79402179359596,66507,118,973.4177377223969,-16.32421875,2.342775583267212,16.017932891845703,0.05
66,MetaDrive-gen-step2,68,131.8387763770058,67308,119,983.6367621421814,,4.164807319641113,13.610213279724121,0.05
67,MetaDrive-gen-step2,68,134.56392101423094,68665,121,999.1389989852905,-14.826189041137695,4.755782127380371,15.08797836303711,0.06
68,MetaDrive-gen-step2,68,137.01764163789358,69103,122,1004.3154950141907,-14.776864051818848,2.534823417663574,14.055778503417969,0.07
69,MetaDrive-gen-step2,68,137.92804574163964,70028,124,1024.1644439697266,,5.3995232582092285,16.04940414428711,0.07
70,MetaDrive-gen-step2,68,139.03608656080394,71397,127,1045.214916229248,-14.578693389892578,4.098768711090088,14.559730529785156,0.07
71,MetaDrive-gen-step2,68,138.50696268799237,72198,128,1057.3938484191895,,4.044516086578369,14.444747924804688,0.07
72,MetaDrive-gen-step2,68,140.55372732208855,73800,130,1080.7729227542877,,6.107940196990967,18.384401321411133,0.07
73,MetaDrive-gen-step2,68,139.48900061918,74601,131,1089.9845926761627,-16.475486755371094,3.7059528827667236,17.176729202270508,0.07
74,MetaDrive-gen-step2,68,139.3816310628426,75131,132,1097.5850312709808,-18.129972457885742,3.121164321899414,17.92236328125,0.07
75,MetaDrive-gen-step2,68,138.8477733472966,76253,134,1116.565595149994,-14.615473747253418,7.041260719299316,14.664200782775879,0.07
76,MetaDrive-gen-step2,68,138.05556394537237,77420,136,1131.936309337616,,8.581955909729004,12.29118537902832,0.07
77,MetaDrive-gen-step2,68,138.61832824011339,78221,137,1141.425442457199,-15.217944145202637,3.240082263946533,14.906307220458984,0.07
78,MetaDrive-gen-step2,68,138.33143160939704,79022,138,1150.1130919456482,,4.634330749511719,15.405489921569824,0.07
79,MetaDrive-gen-step2,68,141.81250980990006,80229,140,1169.068395614624,-13.409409523010254,8.213166236877441,13.320687294006348,0.07
80,MetaDrive-gen-step2,68,142.07945463574356,81177,142,1183.6275737285614,-12.568726539611816,2.1963906288146973,12.238468170166016,0.07
81,MetaDrive-gen-step2,68,143.8605939235366,82388,145,1200.9292681217194,,2.6327805519104004,12.503073692321777,0.09
82,MetaDrive-gen-step2,68,146.77253505456352,83087,146,1209.1078221797943,-15.764211654663086,2.106963872909546,15.735067367553711,0.1
83,MetaDrive-gen-step2,68,142.61053864326288,84305,148,1229.3795206546783,-12.7623291015625,2.7147040367126465,12.8047456741333,0.09
84,MetaDrive-gen-step2,68,144.23622124267075,85275,150,1240.6153609752655,-14.506097793579102,6.768571853637695,13.492181777954102,0.1
85,MetaDrive-gen-step2,68,146.96107505422341,86428,152,1259.180613040924,,2.8868823051452637,15.360967636108398,0.1
86,MetaDrive-gen-step2,68,148.35231892092378,87192,153,1270.0951228141785,,3.5483310222625732,17.859325408935547,0.1
87,MetaDrive-gen-step2,68,150.01970829752534,88794,155,1300.5999338626862,,2.501483917236328,15.144445419311523,0.1
88,MetaDrive-gen-step2,68,150.87782484082322,89595,156,1308.3820097446442,-12.305257797241211,3.499281167984009,12.273253440856934,0.1
89,MetaDrive-gen-step2,68,152.79998425718432,90390,158,1320.6216776371002,,5.349388122558594,14.431325912475586,0.1
90,MetaDrive-gen-step2,68,156.1946190942447,91084,159,1331.053775548935,,3.2379684448242188,13.428766250610352,0.11
91,MetaDrive-gen-step2,68,157.88008917302304,92686,161,1350.86345911026,,4.775325298309326,11.320066452026367,0.11
92,MetaDrive-gen-step2,68,157.8673506944268,93408,163,1364.8149464130402,,3.5097641944885254,13.542488098144531,0.11
93,MetaDrive-gen-step2,68,159.19663076772085,94209,164,1378.7366769313812,-15.105831146240234,4.055567741394043,14.80720329284668,0.11
94,MetaDrive-gen-step2,68,156.7309554755475,95010,165,1390.7468094825745,,2.5527455806732178,13.56002140045166,0.1
95,MetaDrive-gen-step2,68,156.5089294986001,96564,169,1408.4527580738068,,3.5754218101501465,13.776805877685547,0.1
96,MetaDrive-gen-step2,68,153.90260670663577,97342,171,1417.6377227306366,,6.524202346801758,10.455973625183105,0.1
97,MetaDrive-gen-step2,68,148.67324539238413,98578,177,1435.0927217006683,,3.0632028579711914,14.610925674438477,0.1
98,MetaDrive-gen-step2,68,148.76702134610736,99379,178,1444.6616115570068,-13.886100769042969,2.9873054027557373,13.592045783996582,0.1
99,MetaDrive-gen-step2,68,146.96115785312176,100101,180,1455.5281229019165,-14.536569595336914,3.722184658050537,14.172890663146973,0.1
100,MetaDrive-gen-step2,68,149.06886662247376,101703,182,1474.8411951065063,-9.774161338806152,13.259639739990234,9.350431442260742,0.1
101,MetaDrive-gen-step2,69,144.21235326281817,102720,184,1487.072726726532,,5.002233982086182,10.597394943237305,0.09
