,log_dir,frame_per_second,episode_reward,total_steps,total_episodes,total_time,target_q,actor_loss,critic_loss,success_rate
0,MetaDrive-td3combine-expt_with_safe,496,14.210738645302857,2001,2,4.027884244918823,,,,0.0
1,MetaDrive-td3combine-expt_with_safe,469,13.947832287435872,3002,3,6.395119667053223,,,,0.0
2,MetaDrive-td3combine-expt_with_safe,447,13.481484730843418,4003,4,8.949342012405396,,,,0.0
3,MetaDrive-td3combine-expt_with_safe,456,13.943424366300187,5004,5,10.953988313674927,50.31847381591797,,1.0648322105407715,0.0
4,MetaDrive-td3combine-expt_with_safe,266,57.96703978076364,6491,8,24.31778311729431,43.4922981262207,-43.79149627685547,3.87147855758667,0.0
5,MetaDrive-td3combine-expt_with_safe,229,66.66082070053545,7492,9,32.68640398979187,41.06206512451172,,1.4766056537628174,0.0
6,MetaDrive-td3combine-expt_with_safe,212,68.6703569996201,8493,10,40.04142427444458,42.330230712890625,-42.194007873535156,2.9053542613983154,0.0
7,MetaDrive-td3combine-expt_with_safe,198,79.95563230576902,9494,11,47.79107642173767,33.122291564941406,,3.288959264755249,0.0
8,MetaDrive-td3combine-expt_with_safe,187,91.67282566304691,10495,12,55.883917808532715,36.34821319580078,-36.86912155151367,3.4557547569274902,0.0
9,MetaDrive-td3combine-expt_with_safe,180,91.92603642604172,11496,13,63.71996021270752,35.04979705810547,,2.278742790222168,0.0
10,MetaDrive-td3combine-expt_with_safe,174,102.57270982175294,12021,16,68.8217179775238,35.93778991699219,-36.559364318847656,6.4141340255737305,0.0
11,MetaDrive-td3combine-expt_with_safe,165,115.19413638971074,13487,22,81.31959056854248,34.85051727294922,-35.789581298828125,1.2316815853118896,0.0
12,MetaDrive-td3combine-expt_with_safe,162,127.94695479840517,14180,25,87.07513380050659,32.646018981933594,,2.4737892150878906,0.04
13,MetaDrive-td3combine-expt_with_safe,158,141.38129517372877,15170,29,95.95483016967773,39.66643524169922,,2.297942638397217,0.06896551724137931
14,MetaDrive-td3combine-expt_with_safe,153,156.58644169482042,16210,31,105.60731911659241,38.70306396484375,,3.11722993850708,0.0967741935483871
15,MetaDrive-td3combine-expt_with_safe,150,158.5135305023794,17549,34,116.89035153388977,35.526763916015625,-35.81547546386719,4.203167915344238,0.11764705882352941
16,MetaDrive-td3combine-expt_with_safe,148,164.46490471495284,18040,36,121.40616607666016,32.98118209838867,,4.403028964996338,0.1388888888888889
17,MetaDrive-td3combine-expt_with_safe,146,173.74917221499908,19005,39,129.6051242351532,37.13036346435547,-36.72307586669922,13.254143714904785,0.1794871794871795
18,MetaDrive-td3combine-expt_with_safe,144,170.68244151283776,20117,41,139.33515739440918,34.01953887939453,-34.013885498046875,5.4635396003723145,0.17073170731707318
19,MetaDrive-td3combine-expt_with_safe,142,173.80241669895807,21353,43,150.1821105480194,33.58614730834961,-34.02294921875,5.616628170013428,0.16279069767441862
20,MetaDrive-td3combine-expt_with_safe,140,173.047421936015,22260,44,158.21073722839355,30.943279266357422,,28.857452392578125,0.1590909090909091
21,MetaDrive-td3combine-expt_with_safe,138,177.3251499404597,23836,47,171.5022783279419,32.643978118896484,,2.284395217895508,0.1702127659574468
22,MetaDrive-td3combine-expt_with_safe,138,180.26973906508638,24170,48,173.9616904258728,27.892297744750977,,5.666792869567871,0.1875
23,MetaDrive-td3combine-expt_with_safe,137,179.39776298850168,25437,50,185.1297767162323,32.278594970703125,-32.88680648803711,8.456838607788086,0.18
24,MetaDrive-td3combine-expt_with_safe,136,178.19144092118415,26438,51,193.18059182167053,34.98564147949219,,7.935012340545654,0.17647058823529413
25,MetaDrive-td3combine-expt_with_safe,136,181.3821280712321,27439,52,200.883380651474,30.398225784301758,-30.904176712036133,12.869075775146484,0.17307692307692307
26,MetaDrive-td3combine-expt_with_safe,136,188.19358554704766,28106,54,206.32975602149963,31.866533279418945,,18.80433464050293,0.2037037037037037
27,MetaDrive-td3combine-expt_with_safe,136,191.67393694057597,29107,55,213.90329313278198,26.28050994873047,-26.59571647644043,5.90377950668335,0.2
28,MetaDrive-td3combine-expt_with_safe,135,189.9027526197924,30108,56,222.18162369728088,27.153532028198242,,9.830342292785645,0.19642857142857142
29,MetaDrive-td3combine-expt_with_safe,135,189.33718435662666,31109,57,229.8766586780548,25.464458465576172,-24.806495666503906,9.739511489868164,0.19298245614035087
30,MetaDrive-td3combine-expt_with_safe,134,188.83840060999083,32110,58,237.87987446784973,29.638362884521484,,5.683029651641846,0.1896551724137931
31,MetaDrive-td3combine-expt_with_safe,134,187.67968350216404,33232,60,246.79464077949524,27.064929962158203,,52.016780853271484,0.18333333333333332
32,MetaDrive-td3combine-expt_with_safe,134,189.57561472033137,34233,61,254.2183005809784,23.787696838378906,-23.319623947143555,6.92392110824585,0.18032786885245902
33,MetaDrive-td3combine-expt_with_safe,134,188.18564981866305,35234,62,261.82233905792236,26.113975524902344,,5.532705307006836,0.1774193548387097
34,MetaDrive-td3combine-expt_with_safe,134,189.74432568916188,36637,64,273.3889491558075,28.722911834716797,-29.015613555908203,6.003133773803711,0.1875
35,MetaDrive-td3combine-expt_with_safe,133,193.07849852315334,37638,65,281.25810384750366,19.48053741455078,,4.1021013259887695,0.18461538461538463
36,MetaDrive-td3combine-expt_with_safe,133,191.48736200227071,38815,67,291.3190805912018,24.448158264160156,-25.09735870361328,9.78046989440918,0.1791044776119403
37,MetaDrive-td3combine-expt_with_safe,133,189.92632412489908,39816,68,298.8197853565216,23.69867706298828,,4.140759468078613,0.17647058823529413
